"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","trstsci","vote","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","cntbrthd","livecnta","lnghom1","lnghom2","feethngr","facntr","fbrncntc","mocntr","mbrncntc","ccnthum","ccrdprs","wrclmch","vteurmmb","vteubcmb","implvdm","gndr","yrbrn","edlvebe","edlvebg","edlvdch","edlvehr","edlvdcz","edlvdee","edlvdfi","edlvdfr","edlvegr","edlvdahu","edlvdis","edlvdie","edlveit","edlvdlt","edlvdme","edlvenl","edlveno","edlvdpt","edlvesi","edlvdsk","educgb1","edubgb2","edagegb","acchome","accwrk","accmove","accoth","accnone","accref","accdk","accna","fampref","famadvs","fampdf","mcclose","mcinter","mccoord","mcpriv","mcmsinf","chldo12","gndro12a","gndro12b","ageo12","hhlio12","closeo12","ttmino12","speako12","scrno12","phoneo12","como12","c19spo12","c19mco12","livpnt","pntmofa","agepnt","hhlipnt","closepnt","ttminpnt","speakpnt","scrnpnt","phonepnt","compnt","c19sppnt","c19mcpnt","stfmjob","trdawrk","jbprtfp","pfmfdjba","dcsfwrka","wrkhome","c19whome","c19wplch","wrklong","wrkresp","c19whacc","mansupp","manhlp","manwrkpl","manspeak","manscrn","manphone","mancom","teamfeel","wrkextra","colprop","colhlp","colspeak","colscrn","colphone","colcom","c19spwrk","c19mcwrk","mcwrkhom","inwds","inwde","inwtm","mode"
"ESS10e03_2",10,"3.2","02.11.2023",56908,"GB",1.1215227,0.66485727,4.7942204,3.1874723,0.0001010194,1365,10366,240,1,6666,5,5,6,2,2,1,2,1,4,3,9,3,4,2,6,9,1,2,2,2,2,2,2,2,2,1,2,5,5,3,6,6,3,8,1,2,5,1,88,1,2,1,1,1,7,8,8,6,4,3,3,2,4,4,2,10,5,1,2,6,66,7,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",2,2,"JM",1,"6666",4,7,4,,,6,2,1950,,,,,,,,,,,,,,,,,,,,,7,11,15,0,0,0,0,1,0,0,0,1,1,1,10,7,9,88,10,2,1,6,43,2,2,0,4,7,3,3,4,1,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2021-11-29 16:30:00,2021-11-29 17:39:00,56,1
"ESS10e03_2",10,"3.2","02.11.2023",56923,"GB",1.1215227,2.0017142,4.7942204,9.59666,0.0001010194,1452,10272,10,5,480,2,4,5,2,5,3,4,2,7,9,8,5,5,5,3,10,2,2,2,2,1,2,2,2,2,1,2,3,8,5,3,6,9,6,2,1,5,1,6,3,4,1,1,1,7,10,9,8,3,4,2,2,2,1,3,6,9,2,66,1,3,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"BG",2013,"999","999",1,2,"BG",2,"RU",5,10,4,,,10,1,1994,,,,,,,,,,,,,,,,,,,,,7,2,24,1,1,1,1,0,0,0,0,5,5,5,3,8,10,10,10,0,6,6,666,6,6,6666,66,66,66,66,66,6,1,1,50,2,3,10,6,4,5,4,5,1,9,3,2,2,3,1,1,1,6,6,1,10,1,6,7,4,7,4,10,7,7,1,2,2,7,1,4,3,10,2021-10-27 15:12:00,2021-10-27 16:30:00,67,1
"ESS10e03_2",10,"3.2","02.11.2023",56964,"GB",0.56076133,0.87736005,4.7942204,4.2062573,0.0002020388,1404,10223,180,5,240,0,5,7,2,2,2,1,3,2,7,7,6,4,8,8,9,2,2,2,1,1,2,1,2,2,1,2,5,7,4,2,6,88,7,2,1,5,2,5,3,3,1,1,1,8,9,9,7,6,4,3,2,2,2,3,4,10,2,66,1,2,4,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",4,8,5,,,10,2,1985,,,,,,,,,,,,,,,,,,,,,1,4,23,1,1,1,1,0,0,0,0,4,4,4,5,9,8,8,7,0,6,6,666,6,6,6666,66,66,66,66,66,6,1,1,888,2,3,1,5,7,3,1,2,3,88,4,4,3,2,2,1,1,3,1,1,6,2,5,4,2,3,3,88,8,5,2,4,2,2,2,4,1,10,2022-03-09 19:53:00,2022-03-09 21:56:00,99,2
"ESS10e03_2",10,"3.2","02.11.2023",56976,"GB",1.682284,1.4853888,4.7942204,7.121281,0.00006734627,1374,10213,300,1,6666,9,10,9,2,4,1,4,1,9,9,10,9,9,9,9,10,1,2,2,2,2,2,2,2,2,2,6,5,10,8,8,9,10,10,2,2,3,3,5,2,2,2,2,3,8,8,7,10,5,2,1,2,2,2,3,10,10,1,2,6,66,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",3,10,3,,,10,1,1967,,,,,,,,,,,,,,,,,,,,,7,11,16,0,0,0,0,1,0,0,0,1,1,1,10,10,9,9,10,0,6,6,666,6,6,6666,66,66,66,66,66,6,1,1,89,1,1,6666,1,7,7,7,3,3,10,1,1,2,2,6,55,6,5,2,5,7,1,5,7,6,6,7,10,9,1,1,1,7,7,7,3,3,0,2021-10-14 11:59:00,2021-10-14 13:00:00,54,1
"ESS10e03_2",10,"3.2","02.11.2023",56982,"GB",0.56076133,0.5592609,4.7942204,2.68122,0.0002020388,1342,10143,60,5,300,3,7,4,4,2,2,2,1,2,4,5,0,0,2,3,6,2,2,2,2,1,2,2,1,2,2,6,88,7,3,3,6,88,7,2,1,4,2,5,3,3,2,2,2,6,88,5,7,4,4,3,2,1,2,3,3,0,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",88,1,2,,,5,1,1974,,,,,,,,,,,,,,,,,,,,,5,10,16,1,0,0,0,0,0,0,0,2,2,5,7,4,10,5,7,0,6,6,666,6,6,6666,66,66,66,66,66,6,4,6,666,6,6,6666,66,66,66,66,66,6,9,3,2,1,3,6,55,6,55,66,66,55,6,66,66,66,66,66,55,66,55,6,66,66,66,66,66,66,66,2022-08-30 14:00:00,2022-08-30 14:51:00,46,1
"ESS10e03_2",10,"3.2","02.11.2023",56990,"GB",0.56076133,0.42608547,4.7942204,2.0427477,0.0002020388,1434,10405,30,2,6666,6,5,5,1,2,3,2,3,0,4,0,0,0,2,2,8,1,2,2,2,2,2,2,2,2,1,1,10,6,6,7,5,7,7,3,2,4,2,6,1,2,2,3,2,7,6,6,7,5,0,1,2,3,4,1,5,5,2,66,2,66,0,7,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"6666",6666,"ENG","000",1,2,"PS",1,"6666",3,8,4,,,10,2,1939,,,,,,,,,,,,,,,,,,,,,7,11,15,1,0,0,0,0,0,0,0,1,1,1,8,8,8,2,6,3,2,6,59,2,1,2,4,7,4,4,3,3,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2021-11-24 15:03:00,2021-11-24 16:53:00,93,1
"ESS10e03_2",10,"3.2","02.11.2023",57009,"GB",1.682284,1.8644217,4.7942204,8.938449,0.00006734627,1465,10115,30,5,480,5,5,5,2,2,2,2,3,0,2,2,2,2,3,3,5,1,1,2,2,1,2,1,1,1,2,6,3,8,4,0,2,2,3,1,1,5,1,10,5,5,1,1,1,9,10,10,7,5,4,3,1,2,1,3,8,8,2,66,2,66,5,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",4,10,4,,,10,1,1972,,,,,,,,,,,,,,,,,,,,,1,2,22,1,1,1,1,0,0,0,0,3,2,5,5,7,9,6,9,2,1,6,18,2,2,1,5,7,2,2,5,1,3,6,76,2,3,1,6,7,6,7,3,3,8,3,3,3,2,1,1,1,6,6,1,8,1,5,6,4,4,3,9,8,7,1,5,1,6,1,5,1,10,2021-09-29 17:32:00,2021-09-29 18:49:00,64,1
"ESS10e03_2",10,"3.2","02.11.2023",57089,"GB",0.56076133,0.37548622,4.7942204,1.8001637,0.0002020388,1497,10308,30,2,6666,3,6,6,4,3,4,3,4,4,5,7,4,4,4,4,7,1,2,2,1,1,2,2,2,2,1,3,88,8,5,7,7,7,5,3,1,5,1,5,4,4,2,2,2,6,7,7,8,6,4,3,2,3,2,3,2,0,2,66,1,2,3,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",3,7,4,,,8,2,1951,,,,,,,,,,,,,,,,,,,,,5,5,16,1,0,0,0,0,0,0,0,1,1,1,4,7,5,8,10,2,2,6,39,2,1,0,1,1,1,1,2,2,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2021-10-05 10:56:00,2021-10-05 11:52:00,44,1
"ESS10e03_2",10,"3.2","02.11.2023",57107,"GB",1.1215227,0.9327801,4.7942204,4.4719534,0.0001010194,1452,10272,30,5,300,9,9,9,1,4,2,4,2,9,10,7,5,5,7,7,10,1,2,1,2,2,2,2,2,2,2,6,5,8,5,7,8,10,10,2,1,5,1,88,1,3,1,1,1,5,10,10,9,7,3,2,2,1,2,3,10,7,2,66,2,66,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"CN",2000,"CHI","000",1,2,"CN",2,"CN",3,10,3,,,10,2,1983,,,,,,,,,,,,,,,,,,,,,7777,4,21,1,1,0,0,0,0,0,0,4,4,4,9,9,9,9,9,0,6,6,666,6,6,6666,66,66,66,66,66,6,1,1,62,2,3,24,2,3,2,4,1,1,8,3,3,2,1,1,1,1,6,88,1,8,1,3,3,3,3,3,10,7,4,1,1,1,1,1,3,1,10,2021-10-20 15:43:00,2021-10-20 16:26:00,36,1
"ESS10e03_2",10,"3.2","02.11.2023",57153,"GB",0.56076133,1.0308342,4.7942204,4.9420466,0.0002020388,1409,10285,30,5,300,5,5,5,2,1,1,1,1,7,5,5,3,3,5,5,8,2,1,2,2,2,2,8,1,2,2,6,5,6,1,0,7,8,5,1,2,4,2,7,2,4,2,2,2,8,2,5,5,5,2,1,1,2,3,2,0,0,2,66,1,2,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",3,7,3,,,9,1,1988,,,,,,,,,,,,,,,,,,,,,3,5,15,1,1,1,1,0,0,0,0,5,5,5,10,10,10,10,10,0,6,6,666,6,6,6666,66,66,66,66,66,6,2,6,51,2,3,10,4,7,5,4,3,3,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2022-01-05 13:52:00,2022-01-05 15:23:00,69,1
"ESS10e03_2",10,"3.2","02.11.2023",57175,"GB",1.1215227,0.7431481,4.7942204,3.562816,0.0001010194,1373,10377,60,5,360,8,8,8,2,3,5,3,4,6,7,7,2,2,2,1,3,3,2,2,2,1,2,1,2,2,2,6,5,9,5,3,8,7,5,1,1,5,1,7,3,5,1,1,1,8,8,8,8,7,6,2,2,2,4,3,8,8,1,1,6,66,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"ES",2001,"ENG","000",1,2,"ES",2,"ES",3,5,1,,,10,2,1968,,,,,,,,,,,,,,,,,,,,,1,2,51,1,1,1,0,0,0,0,0,3,4,4,9,6,8,2,9,2,1,6,13,1,1,6666,1,7,7,7,3,3,2,6,80,2,1,48,6,5,5,1,3,3,8,5,3,3,3,2,1,1,6,6,1,9,1,4,2,7,2,2,10,2,1,1,7,1,2,1,5,3,10,2022-07-05 11:35:00,2022-07-05 12:48:00,61,1
"ESS10e03_2",10,"3.2","02.11.2023",57235,"GB",1.1215227,0.82028294,4.7942204,3.9326172,0.0001010194,1388,10247,105,5,60,8,8,7,1,3,5,3,5,8,9,9,6,7,7,9,9,1,1,1,2,1,2,1,2,2,1,1,3,10,2,1,8,8,7,1,1,5,4,5,5,5,2,2,2,8,10,8,9,6,4,4,2,1,2,2,8,7,2,66,1,2,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",3,9,4,,,10,1,1954,,,,,,,,,,,,,,,,,,,,,1,2,18,1,0,1,1,0,0,0,0,3,3,1,7,8,10,10,10,2,1,6,28,2,1,24,1,4,4,4,3,3,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2021-11-19 13:15:00,2021-11-19 14:20:00,53,1
"ESS10e03_2",10,"3.2","02.11.2023",57240,"GB",0.56076133,0.42608547,4.7942204,2.0427477,0.0002020388,1435,10199,120,5,360,8,8,7,1,3,3,3,3,6,8,5,3,3,6,7,8,1,2,2,2,1,2,2,2,1,2,6,5,7,4,3,6,7,5,2,1,5,1,8,2,3,1,1,1,10,10,10,8,7,4,3,2,1,1,3,7,7,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,2,"CY",2,"IE",4,10,4,,,10,2,1965,,,,,,,,,,,,,,,,,,,,,3,7,18,1,1,1,1,0,0,0,0,5,5,5,10,9,10,8,7,0,6,6,666,6,6,6666,66,66,66,66,66,6,4,6,666,6,6,6666,66,66,66,66,66,6,8,2,3,3,2,3,3,6,6,5,2,9,1,1,1,1,6,6,10,10,4,1,1,3,1,1,1,3,5,2022-04-10 11:04:00,2022-04-10 12:14:00,57,1
"ESS10e03_2",10,"3.2","02.11.2023",57250,"GB",1.1215227,0.9525193,4.7942204,4.5665874,0.0001010194,1437,10100,120,5,300,5,5,6,2,2,2,3,2,6,8,7,3,4,4,6,7,1,2,2,2,1,2,1,2,1,2,6,6,7,5,5,7,7,6,2,4,3,5,8,2,3,2,2,2,9,8,7,7,6,4,1,2,3,2,3,7,5,1,2,6,66,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"MY",2010,"CHI","ENG",2,2,"MY",2,"MY",4,10,4,,,8,2,1978,,,,,,,,,,,,,,,,,,,,,1,2,19,1,1,1,1,0,0,0,0,3,3,4,8,8,8,7,9,0,6,6,666,6,6,6666,66,66,66,66,66,6,1,1,71,2,4,15,6,4,7,3,55,1,9,2,2,1,3,1,3,6,5,1,3,10,1,5,6,4,3,3,8,9,7,1,6,4,3,1,5,1,9,2021-12-16 10:54:00,2021-12-16 12:30:00,73,2
"ESS10e03_2",10,"3.2","02.11.2023",57285,"GB",1.1215227,0.7405214,4.7942204,3.5502229,0.0001010194,1384,10356,60,2,6666,4,3,7,3,2,2,2,4,5,5,6,4,4,3,6,6,2,2,2,2,2,2,2,2,2,2,6,5,6,6,8,8,7,4,2,2,4,4,9,1,2,2,2,2,6,8,9,5,6,2,1,2,2,1,3,5,8,2,66,2,66,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"GH",2003,"999","000",1,2,"GH",2,"GH",3,8,4,,,6,2,1962,,,,,,,,,,,,,,,,,,,,,1,11,20,1,1,0,0,0,0,0,0,1,1,4,8,9,9,0,4,0,6,6,666,6,6,6666,66,66,66,66,66,6,4,6,666,6,6,6666,66,66,66,66,66,6,6,3,3,3,1,6,55,6,4,5,3,9,1,2,3,7,6,3,7,4,2,1,1,7,6,5,3,3,0,2021-11-05 14:56:00,2021-11-05 16:15:00,67,1
"ESS10e03_2",10,"3.2","02.11.2023",57301,"GB",2.2430453,2.4858947,4.7942204,11.917928,0.0000505097,1459,10276,60,5,480,8,8,6,1,2,3,2,3,6,7,8,6,5,6,6,8,1,1,1,2,1,2,1,1,1,1,2,2,8,0,0,3,2,3,1,1,5,1,5,5,5,1,1,1,8,10,8,10,6,4,3,2,1,2,3,8,8,1,4,6,66,8,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",5,8,4,,,8,1,1969,,,,,,,,,,,,,,,,,,,,,1,2,16,1,1,1,1,0,0,0,0,4,3,4,7,7,8,9,9,6,2,6,21,2,1,3,6,4,3,1,3,3,4,6,666,6,6,6666,66,66,66,66,66,6,8,3,3,2,3,1,1,3,6,6,1,9,1,6,7,1,7,1,3,8,7,1,7,1,7,1,55,3,10,2021-10-15 14:48:00,2021-10-15 16:04:00,62,1
"ESS10e03_2",10,"3.2","02.11.2023",57303,"GB",0.56076133,0.41014147,4.7942204,1.9663086,0.0002020388,1382,10243,0,1,6666,8,10,7,4,2,1,1,1,0,9,9,0,0,0,8,9,2,2,2,2,2,2,2,2,2,2,6,0,9,7,0,6,9,8,3,3,4,4,0,2,3,1,1,1,0,8,8,8,2,0,1,2,2,3,3,10,0,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",3,0,1,,,9,1,1946,,,,,,,,,,,,,,,,,,,,,7,11,15,1,0,0,0,0,0,0,0,1,1,1,8,10,8,10,10,2,1,6,38,2,4,0,7,7,7,7,3,3,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2021-10-13 08:59:00,2021-10-13 10:26:00,67,1
"ESS10e03_2",10,"3.2","02.11.2023",57305,"GB",0.56076133,0.55147773,4.7942204,2.6439059,0.0002020388,1389,10355,120,5,120,7,7,5,1,3,4,4,3,6,6,6,4,3,3,2,7,1,2,2,2,1,2,2,2,2,2,6,8,7,5,3,7,7,5,1,1,4,2,6,4,3,2,2,2,7,8,7,7,5,1,2,2,2,2,3,9,8,1,6,6,66,5,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"EG",1999,"999","000",2,2,"EG",1,"6666",4,9,4,,,10,1,1971,,,,,,,,,,,,,,,,,,,,,1,2,23,1,1,1,0,0,0,0,0,4,4,5,5,5,8,5,8,0,6,6,666,6,6,6666,66,66,66,66,66,6,2,6,75,2,2,8,6,3,3,3,4,4,8,3,3,3,2,1,2,1,2,5,5,5,3,3,3,3,3,3,9,8,7,1,6,6,6,1,2,2,9,2021-10-05 12:07:00,2021-10-05 13:02:00,46,1
"ESS10e03_2",10,"3.2","02.11.2023",57325,"GB",0.56076133,0.46219853,4.7942204,2.2158816,0.0002020388,1455,10103,60,5,240,5,3,6,3,2,3,2,2,2,8,6,2,2,0,0,7,1,2,2,2,2,2,2,2,2,1,3,5,4,4,2,8,4,2,2,2,4,2,4,2,3,2,2,2,6,7,6,4,6,2,3,2,3,3,2,2,0,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",3,4,2,,,10,1,1964,,,,,,,,,,,,,,,,,,,,,7,11,16,1,0,1,1,0,0,0,0,1,1,2,6,6,6,10,10,3,2,6,27,2,2,0,3,7,3,3,3,3,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2021-11-16 12:06:00,2021-11-16 13:01:00,41,1
"ESS10e03_2",10,"3.2","02.11.2023",57355,"GB",1.1215227,0.8345116,4.7942204,4.0008326,0.0001010194,1458,10275,60,1,6666,7,9,10,2,8,2,1,2,0,4,7,0,0,88,88,9,1,2,2,2,2,2,2,2,2,2,6,77,6,0,0,4,0,0,1,1,5,1,10,1,4,1,1,1,10,10,10,7,6,2,4,2,4,4,2,10,0,2,66,1,2,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",4,10,4,,,10,2,1950,,,,,,,,,,,,,,,,,,,,,5,10,15,1,0,0,0,0,0,0,0,1,1,1,10,10,10,10,10,2,1,6,51,2,1,0,4,7,3,3,4,1,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2022-01-18 12:55:00,2022-01-18 14:14:00,62,1
"ESS10e03_2",10,"3.2","02.11.2023",57366,"GB",0.56076133,0.42608547,4.7942204,2.0427477,0.0002020388,1430,10401,5,1,6666,7,5,5,3,2,1,2,1,5,8,8,5,5,2,5,5,1,2,2,2,2,2,2,2,2,1,2,5,8,5,6,10,6,8,1,2,4,2,2,2,2,2,2,2,6,6,7,8,7,2,3,2,2,1,3,8,3,2,66,2,66,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",3,6,3,,,10,2,1946,,,,,,,,,,,,,,,,,,,,,4,11,16,0,0,0,0,1,0,0,0,1,1,1,5,8,5,5,8,2,1,6,52,2,2,1,6,7,4,7,3,3,4,6,666,6,6,6666,66,66,66,66,66,6,10,3,1,1,3,6,55,6,6,6,55,7,1,4,5,7,7,7,55,66,88,4,7,7,7,7,5,55,66,2022-01-28 14:08:00,2022-01-28 15:19:00,61,1
"ESS10e03_2",10,"3.2","02.11.2023",57387,"GB",1.1215227,0.7364687,4.7942204,3.5307932,0.0001010194,1377,10216,120,5,20,4,5,5,1,2,3,2,3,3,7,7,2,2,6,5,8,1,1,2,2,1,2,2,2,2,1,2,4,7,4,2,4,7,7,1,1,5,2,9,2,4,2,2,2,8,7,7,6,3,2,1,2,2,2,3,6,7,2,66,2,66,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",3,6,4,,,10,1,1953,,,,,,,,,,,,,,,,,,,,,5,11,15,1,0,1,0,0,0,0,0,2,2,2,5,0,0,7,9,3,1,6,26,2,2,17,6,5,5,3,3,3,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2021-10-06 10:09:00,2021-10-06 12:03:00,77,1
"ESS10e03_2",10,"3.2","02.11.2023",57404,"GB",1.1215227,0.83635265,4.7942204,4.009659,0.0001010194,1502,10328,0,5,240,4,4,5,4,2,2,2,1,4,3,3,3,3,3,3,5,2,2,2,2,2,2,2,2,2,2,6,4,3,2,2,2,6,6,1,1,4,1,4,1,3,4,4,4,1,2,3,4,3,3,2,1,3,2,3,4,4,2,66,1,2,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",2,"SG",3,4,3,,,5,2,1983,,,,,,,,,,,,,,,,,,,,,7,11,16,1,0,0,1,0,0,0,0,4,4,1,9,6,8,6,5,3,1,6,20,2,1,0,2,1,3,1,3,3,1,1,62,2,1,0,3,2,2,2,1,1,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2022-02-23 09:03:00,2022-02-23 11:48:00,151,1
"ESS10e03_2",10,"3.2","02.11.2023",57511,"GB",1.1215227,0.7364687,4.7942204,3.5307932,0.0001010194,1377,10216,90,5,60,7,7,7,2,4,3,3,3,7,5,5,5,5,1,1,5,1,2,1,2,1,2,1,2,1,1,3,9,8,7,5,6,5,4,2,2,4,4,1,3,4,2,3,3,7,5,5,9,5,2,3,2,1,2,1,10,1,1,2,6,66,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",2,5,3,,,9,1,1937,,,,,,,,,,,,,,,,,,,,,1,2,18,1,0,1,0,0,0,0,0,3,2,3,8,7,5,4,6,2,2,6,57,2,2,24,4,4,4,6,3,3,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2021-09-17 16:51:00,2021-09-17 18:42:00,90,1
"ESS10e03_2",10,"3.2","02.11.2023",57514,"GB",0.56076133,0.47197923,4.7942204,2.2627726,0.0002020388,1419,10264,60,4,60,8,8,8,2,1,2,2,3,2,2,4,2,1,0,2,4,1,2,2,2,2,2,2,1,2,1,2,5,6,3,1,2,4,5,2,2,4,2,2,2,4,3,3,4,1,2,1,7,3,0,2,2,1,1,3,8,0,1,2,6,66,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",3,8,1,,,8,1,1956,,,,,,,,,,,,,,,,,,,,,7,10,16,1,0,1,1,0,0,0,0,2,2,1,8,5,10,9,10,3,2,6,40,2,2,0,2,7,3,1,3,3,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2021-10-07 13:08:00,2021-10-07 14:31:00,60,1
"ESS10e03_2",10,"3.2","02.11.2023",57581,"GB",0.56076133,0.36823434,4.7942204,1.7653966,0.0002020388,1363,10367,60,1,6666,6,4,6,2,3,3,3,2,7,9,9,3,3,6,6,8,2,2,2,2,2,2,2,2,2,2,6,5,7,6,3,6,8,8,2,2,3,3,5,3,3,2,2,2,8,8,8,7,2,1,1,2,2,3,3,8,5,2,66,2,66,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",2,1,"6666",1,"6666",3,6,3,,,7,1,1950,,,,,,,,,,,,,,,,,,,,,1,11,16,0,0,0,0,1,0,0,0,1,1,1,6,7,5,8,5,0,6,6,666,6,6,6666,66,66,66,66,66,6,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2022-08-20 14:28:00,2022-08-20 15:27:00,21,1
"ESS10e03_2",10,"3.2","02.11.2023",57674,"GB",1.1215227,0.92439705,4.7942204,4.431763,0.0001010194,1458,10275,120,5,120,10,10,9,2,3,3,3,2,7,8,8,5,5,3,5,8,1,1,2,2,2,2,2,2,2,1,2,2,4,2,1,7,8,7,2,2,5,2,5,1,3,1,3,3,6,7,7,6,3,4,3,2,2,2,2,4,4,1,2,6,66,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",4,7,3,,,10,1,1953,,,,,,,,,,,,,,,,,,,,,1,9,17,1,0,1,0,0,0,0,0,5,5,5,10,10,10,8,8,2,1,6,42,2,1,0,3,6,1,3,1,1,4,6,666,6,6,6666,66,66,66,66,66,6,66,6,66,6,6,66,66,6,66,66,66,66,6,66,66,66,66,66,66,66,66,6,66,66,66,66,66,66,66,2022-01-24 12:41:00,2022-01-24 13:36:00,44,1
